Time [s]	Intensity Region 1	Intensity Region 2	Intensity Region 3
100.919	34.430	54.548	9.114
101.116	35.355	53.556	8.859
101.313	34.908	53.513	8.273
101.510	35.800	54.281	9.494
101.707	35.669	54.047	8.684
101.904	35.828	54.325	8.902
102.101	35.463	53.944	8.852
102.298	35.206	53.507	8.676
102.495	34.989	52.731	8.976
102.692	35.398	53.161	8.322
102.889	35.741	53.445	8.315
103.086	35.367	53.004	9.139
103.283	36.195	53.558	9.405
103.480	35.728	53.452	8.882
103.677	35.313	52.997	8.707
103.874	35.206	53.039	8.412
104.071	35.296	52.952	8.797
104.268	35.697	53.958	9.335
104.465	35.761	53.977	8.884
104.662	35.925	52.756	9.165
104.859	34.964	53.539	8.476
105.057	35.311	52.254	9.505
105.254	35.808	53.776	9.363
105.451	36.617	54.055	9.420
105.648	35.599	52.833	8.136
105.845	35.053	52.737	8.976
106.042	35.835	53.071	8.752
106.239	35.682	53.202	9.309
106.436	35.950	52.999	8.465
106.633	36.537	54.107	8.902
106.830	35.933	53.533	8.335
107.027	34.734	53.370	8.693
107.224	35.383	52.318	8.759
107.421	35.838	54.018	8.859
107.618	35.315	53.282	9.016
107.815	35.369	53.599	8.890
108.012	36.096	54.504	9.024
108.209	34.864	52.860	8.054
108.406	35.623	53.381	8.633
108.603	35.771	52.977	8.765
108.800	35.575	54.065	9.161
108.997	35.276	52.933	9.434
109.194	35.792	53.734	9.333
109.391	36.294	53.504	9.506
109.588	35.663	53.835	8.933
109.785	35.976	53.809	8.575
109.982	36.119	53.904	9.090
110.179	36.277	53.131	8.555
110.376	35.546	52.984	8.315
110.573	36.943	53.089	9.031
110.770	35.197	53.413	8.729
110.967	35.467	54.663	9.280
111.164	35.662	53.276	8.854
111.361	35.728	53.068	8.401
111.558	34.649	53.001	8.731
111.755	35.974	54.036	8.638
111.952	35.529	54.663	8.837
112.149	36.436	53.723	8.383
112.346	35.866	53.777	8.313
112.543	36.375	53.779	8.792
112.740	35.746	53.203	8.190
112.937	34.914	53.013	8.714
113.134	35.974	53.142	8.228
113.331	36.586	53.617	8.944
113.528	35.534	52.635	8.642
113.725	34.873	54.029	8.854
113.922	34.205	53.596	8.568
114.119	35.952	53.264	9.327
114.316	35.683	54.126	8.137
114.513	35.227	52.858	8.989
114.710	35.599	54.196	8.401
114.907	35.219	53.523	9.333
115.104	35.793	53.562	10.013
115.301	35.450	53.635	8.664
115.498	34.983	52.728	8.817
115.695	35.598	52.645	8.920
115.893	35.793	52.809	9.293
116.090	35.994	54.112	8.524
116.287	34.937	53.324	9.550
116.484	34.474	52.939	8.306
116.681	35.690	53.478	8.523
116.878	35.264	53.831	9.136
117.075	35.513	53.477	8.680
117.272	34.904	53.653	8.980
117.469	35.697	52.849	9.295
117.666	35.414	53.526	9.908
117.863	35.506	53.721	8.385
118.060	35.544	53.981	9.060
118.257	35.151	53.382	8.770
118.454	35.865	53.787	8.479
118.651	35.296	54.024	8.741
118.848	35.612	54.425	8.866
119.045	35.222	53.381	8.280
119.242	35.159	54.104	8.830
119.439	35.222	53.444	8.854
119.636	35.543	53.275	8.712
119.833	34.905	53.567	8.467
120.030	35.410	53.488	8.946
120.227	36.069	52.433	8.655
120.424	35.639	53.972	8.685
120.621	35.414	53.928	8.416
120.818	35.756	54.172	8.906
121.015	35.250	52.978	8.832
121.212	35.082	53.643	9.349
121.409	35.706	53.762	8.939
121.606	34.872	54.186	8.732
121.803	34.988	53.787	8.864
122.000	35.456	53.622	9.174
122.197	36.692	53.117	9.530
122.394	35.542	52.886	8.282
122.591	34.697	52.808	8.875
122.788	34.542	54.099	9.096
122.985	34.432	53.413	8.331
123.182	34.454	53.802	9.188
123.379	35.279	53.062	9.528
123.576	34.691	53.967	7.555
123.773	35.681	53.502	8.425
123.970	35.650	53.870	8.729
124.167	35.427	53.610	8.172
124.364	36.009	54.085	8.373
124.561	35.140	54.049	8.293
124.758	35.513	54.487	8.685
124.955	35.048	53.756	8.412
125.152	35.379	53.747	8.595
125.349	35.449	53.829	9.282
125.546	34.444	53.125	8.716
125.743	36.039	55.034	8.600
125.940	35.791	53.187	8.052
126.137	35.037	54.081	8.638
126.334	35.773	53.657	8.519
126.531	35.637	53.330	9.602
126.729	35.708	53.819	9.025
126.926	35.103	53.627	9.244
127.123	35.368	53.540	9.170
127.320	34.817	53.856	9.181
127.517	34.891	53.928	8.915
127.714	35.572	53.864	8.638
127.911	35.267	53.957	9.139
128.108	36.630	54.150	9.134
128.305	36.039	52.869	8.797
128.502	34.918	52.734	9.074
128.699	35.295	53.963	8.902
128.896	35.884	54.001	9.349
129.093	35.268	53.701	7.841
129.290	35.196	53.368	9.503
129.487	34.983	53.826	8.139
129.684	35.774	54.716	8.213
129.881	35.175	53.837	8.561
130.078	34.673	53.818	9.072
130.275	35.976	53.901	8.698
130.472	35.026	53.833	8.566
130.669	35.141	55.099	8.242
130.866	34.759	53.824	8.369
131.063	34.900	53.509	8.445
131.260	35.866	51.850	9.014
131.457	34.824	53.524	8.414
131.654	35.265	52.331	8.944
131.851	35.279	53.257	8.870
132.048	34.191	53.636	8.978
132.245	34.115	53.591	8.588
132.442	35.663	52.534	8.910
132.639	35.014	52.164	9.065
132.836	35.156	53.498	9.378
133.033	35.401	53.316	9.535
133.230	36.452	53.473	8.857
133.427	35.395	52.624	9.108
133.624	35.536	53.041	9.425
133.821	34.904	52.727	8.591
134.018	35.281	53.191	8.761
134.215	35.933	53.467	9.096
134.412	34.828	53.658	8.888
134.609	35.544	53.043	9.092
134.806	35.046	53.873	9.027
135.003	36.405	52.118	8.944
135.200	35.870	52.945	9.700
135.397	35.000	53.730	8.823
135.594	35.149	53.750	7.884
135.791	35.061	53.932	8.322
135.988	34.893	52.617	9.568
136.185	34.791	53.626	8.530
136.382	35.982	52.933	8.508
136.579	36.013	53.994	9.821
136.776	35.259	53.918	8.758
136.973	35.835	53.012	9.371
137.170	36.057	53.317	8.034
137.367	35.455	53.744	8.808
137.565	34.968	54.064	8.365
137.762	36.219	53.394	8.562
137.959	34.613	53.386	8.595
138.156	35.345	54.321	9.246
138.353	35.121	53.634	9.271
138.550	35.807	53.245	9.145
138.747	35.213	53.582	9.472
138.944	34.663	53.188	9.553
139.141	35.115	53.902	8.942
139.338	34.891	53.367	8.995
139.535	35.504	52.768	9.165
139.732	36.678	54.268	9.365
139.929	35.903	52.872	8.924
140.126	34.984	53.666	8.627
140.323	35.644	52.861	8.892
140.520	35.305	52.793	8.530
140.717	36.272	53.579	9.175
140.914	35.624	52.985	8.394
141.111	35.101	52.512	8.821
141.308	35.107	53.964	9.029
141.505	35.169	53.415	9.016
141.702	35.018	52.847	8.550
141.899	36.486	53.903	8.756
142.096	35.642	53.175	9.096
142.293	36.152	53.693	7.922
142.490	35.338	53.404	9.040
142.687	35.568	52.733	8.906
142.884	36.379	53.626	8.754
143.081	35.238	52.379	8.340
143.278	36.204	52.602	10.365
143.475	35.850	53.230	7.810
143.672	34.974	52.685	9.184
143.869	35.322	52.510	9.360
144.066	34.943	52.641	9.367
144.263	35.409	53.221	9.712
144.460	35.548	53.479	9.293
144.657	35.402	52.752	9.705
144.854	35.078	53.712	8.973
145.051	35.461	53.415	9.488
145.248	35.493	53.363	8.837
145.445	35.752	53.682	7.816
145.642	35.767	53.443	8.156
145.839	36.228	52.851	8.922
146.036	36.419	52.851	8.776
146.233	35.710	52.880	8.541
146.430	35.944	53.173	8.928
146.627	35.398	53.399	9.266
146.824	35.506	52.703	8.830
147.021	35.562	53.225	9.434
147.218	35.252	52.942	8.219
147.415	35.494	53.590	8.653
147.612	35.489	54.093	8.866
147.809	35.597	53.427	8.456
148.006	35.126	53.979	9.327
148.203	35.182	53.551	8.571
148.401	35.801	53.337	8.705
148.598	35.902	54.237	8.181
148.795	35.682	53.254	8.340
148.992	35.655	52.607	9.049
149.189	36.974	53.255	8.629
149.386	36.861	52.864	8.400
149.583	36.108	54.019	9.915
149.780	35.722	53.601	8.458
149.977	35.870	53.686	8.881
150.174	35.108	53.018	8.159
150.371	36.681	53.817	8.897
150.568	35.573	54.413	8.702
150.765	36.384	53.037	8.025
150.962	35.971	53.281	9.058
151.159	36.481	52.928	8.993
151.356	35.897	53.448	8.591
151.553	35.949	52.805	8.745
151.750	35.938	52.530	8.472
151.947	35.317	52.636	9.020
152.144	35.949	52.717	8.729
152.341	35.550	53.312	8.363
152.538	35.552	53.333	8.123
152.735	36.221	53.670	8.665
152.932	35.901	51.948	9.029
153.129	35.616	53.213	9.398
153.326	36.202	53.010	9.016
153.523	35.847	52.018	8.401
153.720	36.846	52.711	8.618
153.917	35.554	52.290	9.324
154.114	36.056	52.971	8.816
154.311	36.752	52.441	9.519
154.508	36.166	52.967	9.821
154.705	36.173	53.114	9.143
154.902	36.590	52.098	8.519
155.099	35.847	52.188	8.210
155.296	35.274	52.921	10.199
155.493	36.013	52.967	7.835
155.690	35.467	52.434	8.233
155.887	36.387	52.214	8.136
156.084	35.892	53.644	8.521
156.281	35.483	53.268	9.141
156.478	35.750	52.736	8.944
156.675	36.211	54.022	8.967
156.872	35.479	53.235	8.633
157.069	35.395	52.957	9.277
157.266	35.873	52.960	9.316
157.463	36.055	52.722	9.063
157.660	36.161	52.776	8.655
157.857	34.981	53.301	8.168
158.054	35.886	52.717	9.306
158.251	36.084	53.095	8.119
158.448	35.389	53.786	8.233
158.645	36.182	53.165	8.521
158.842	35.386	52.564	7.931
159.039	36.006	52.922	9.378
159.237	35.689	54.314	8.132
159.434	35.406	53.057	9.729
159.631	35.642	53.448	8.533
159.828	36.754	51.974	9.345
160.025	35.971	53.727	8.537
160.222	35.968	53.275	8.707
160.419	36.451	52.600	9.362
160.616	36.278	52.950	8.552
160.813	36.241	53.026	8.025
161.010	36.591	52.835	9.421
161.207	35.715	51.996	8.591
161.404	36.310	52.798	9.045
161.601	35.697	52.773	9.470
161.798	36.476	52.900	9.210
161.995	36.842	53.878	9.098
162.192	36.038	53.747	8.712
162.389	36.010	52.523	8.226
162.586	36.897	53.624	8.316
162.783	36.472	52.844	9.074
162.980	35.940	52.779	9.116
163.177	36.211	53.431	9.353
163.374	35.978	53.482	8.036
163.571	36.530	52.791	8.548
163.768	35.679	53.293	9.206
163.965	36.220	52.684	9.114
164.162	35.614	53.623	8.499
164.359	35.996	52.727	10.025
164.556	36.337	52.770	8.051
164.753	35.544	53.647	8.157
164.950	36.405	52.889	9.351
165.147	36.898	51.781	9.354
165.344	36.461	52.939	8.354
165.541	36.922	51.975	9.123
165.738	36.167	53.791	8.233
165.935	36.368	52.796	9.286
166.132	35.791	53.080	9.250
166.329	36.630	52.604	9.054
166.526	36.385	53.784	9.125
166.723	36.525	53.308	7.890
166.920	36.731	52.123	8.548
167.117	36.456	53.352	8.371
167.314	36.252	52.336	7.828
167.511	36.353	52.830	8.188
167.708	36.582	52.447	7.787
167.905	36.424	52.484	9.217
168.102	36.848	53.112	8.438
168.299	35.402	53.429	9.363
168.496	37.075	51.594	9.430
168.693	35.902	53.096	8.638
168.890	36.808	52.800	9.456
169.087	36.855	53.515	8.597
169.284	35.941	52.678	8.741
169.481	36.363	53.054	8.557
169.678	37.412	52.974	8.924
169.875	35.561	53.391	9.458
170.073	35.953	52.784	9.937
170.270	37.539	54.227	8.879
170.467	37.410	54.353	9.090
170.664	36.772	53.688	8.559
170.861	37.451	52.881	9.635
171.058	36.813	52.515	9.051
171.255	36.420	53.359	9.141
171.452	35.940	52.733	8.920
171.649	36.660	53.236	9.403
